"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"34","17213978","Vwc2l","320460","von Willebrand factor C domain-containing protein 2-like",0.463092087848624,6.91684076825031,2.21681125283461,0.0429028058067935,0.491172612808696,-4.13128832010168
"35","17214009","Apol7d","100042814","apolipoprotein L 7d",0.336596661505395,4.12571200499437,1.47575482272737,0.161174109196583,0.69069677267291,-5.26334573795955
"36","17214115","1700027A15Rik","69449","RIKEN cDNA 1700027A15 gene",0.333411348267666,4.68111609777349,1.44575299769433,0.16929521027388,0.705809049930977,-5.30270187407208
"37","17214120","D530049I02Rik","78718","RIKEN cDNA D530049I02 gene",0.165379645796518,5.27367360808171,0.78202947638274,0.446651044018351,0.853008098410565,-6.00082899450608
"38","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",-0.623885120071318,4.99390079186265,-3.51610061598181,0.00321830002247778,0.207320811125423,-1.73310385869988
"39","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-0.790963896971242,5.89667662291741,-3.31477275226783,0.00484349789826219,0.252325181812946,-2.11882256734053
"40","17214232","Mir26b","387219","microRNA 26b",-0.36343969268053,3.70084957030598,-1.25734836314069,0.22829929856261,0.755658065021324,-5.5356840497674
"41","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",0.195716057819005,5.44475435912109,0.837398553385911,0.415818610405297,0.842180289025738,-5.95653787237839
"42","17214753","Irs1","16367","insulin receptor substrate 1",0.0809972387500313,4.89420057081074,0.270697719796288,0.79039941868927,0.954393186918657,-6.2725066689932
"43","17214910","Gm2427","100039794","predicted gene 2427",-0.082351368734515,4.88862166492137,-0.271849682162637,0.789530564924073,0.954393186918657,-6.2721853194929
"44","17214924","Sp140","434484","Sp140 nuclear body protein",-0.653148057852314,3.70137727811054,-2.27042503525446,0.0387320226268337,0.484638301927509,-4.03976377881505
"45","17215111","Tex44","71863","testis expressed 44",0.600195031940352,4.7776977938392,2.87340448906331,0.011822963401571,0.326411860547521,-2.95408315231218
"46","17215550","Gm19589","100503197","predicted gene, 19589",0.0437172490052822,5.33288499741376,0.17214730390182,0.865676804453943,0.969101341728749,-6.29498099543057
"47","17215561","1700067G17Rik","73475","RIKEN cDNA 1700067G17 gene",-0.0566869278068589,4.50157633005648,-0.2547205437795,0.802479216310586,0.957318396040765,-6.27682428677322
"48","17215605","Ackr3","12778","atypical chemokine receptor 3",-0.0127746989914366,6.19009176942838,-0.0532292924673049,0.958268147034083,0.989349695671936,-6.30881691546675
"49","17215623","Gm9991","433332","predicted gene 9991",0.270320383791884,4.86134157563582,0.916409239801277,0.3742890206328,0.830871968753086,-5.88861396583571
"50","17215629","Mlph","171531","melanophilin",0.00424558670732633,5.71769346814833,0.022517041371114,0.982339291445126,0.994456690613003,-6.31001909714267
"51","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.354760424650671,4.13388129922449,-1.04888587464579,0.311223921812012,0.807510833943597,-5.76267570461432
"52","17215807","Olfr1413","259039","olfactory receptor 1413",0.122871898055519,2.98508546135282,0.488673573327289,0.632305675581726,0.911985543141749,-6.18788822418509
"53","17215811","Olfr1412","258274","olfactory receptor 1412",0.184788648903644,5.17348104435116,0.673292432943773,0.511241987066689,0.874073917400699,-6.07965629783068
"54","17215879","Aqp12","208760","aquaporin 12",0.208304525032962,5.55386628966765,0.956915122837357,0.354133171846195,0.826769944223247,-5.85168456743811
"55","17215984","Ano7","404545","anoctamin 7",0.424364341589823,5.07226880556671,1.53824567315804,0.14530044436649,0.675154702494167,-5.17948981998201
"56","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",0.459964258535976,5.93437064665273,1.80085949355193,0.0923382756770824,0.59648476207879,-4.80135460308137
"57","17216153","4930440C22Rik","74689","RIKEN cDNA 4930440C22 gene",0.179656073509688,2.99848066684543,0.716000125048846,0.485246439217181,0.867794452940338,-6.05000111673104
"58","17216172","Gm7133","634331","predicted gene 7133",0.562858089954566,2.58178511392834,2.62380526670504,0.0194515019199657,0.392658938401102,-3.41411435936332
"59","17216186","Gm7135","634346","predicted gene 7135",0.344039805910322,2.46958461170741,0.965178434755649,0.35011596210653,0.825558956654068,-5.84397830358979
"60","17216223","Slco6d1","70866","solute carrier organic anion transporter family, member 6d1",0.438881327320404,3.55311650925548,1.4725332702463,0.162030290743428,0.692112706605298,-5.26760020091829
"61","17216412","Serpinb12","71869","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",-0.457141854050015,3.90321477782861,-2.18170286996597,0.0458571908918276,0.496800055394104,-4.19065763048082
"62","17216425","Serpinb13","241196","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",0.0792578297009285,3.46367214537739,0.328975880105178,0.746828870935632,0.946571966555158,-6.25455931849966
"63","17216676","En1","13798","engrailed 1",0.0991849665889477,5.01327563308898,0.395147377396543,0.698426881469456,0.936338849653527,-6.23002326375857
"64","17216745","Gpr39","71111","G protein-coupled receptor 39",-0.623950799322594,5.4551292028282,-2.09885909665558,0.0535930541597765,0.525369039839581,-4.32887637573447
"65","17216949","Fcamr","64435","Fc receptor, IgA, IgM, high affinity",0.233273736107364,4.83338583545126,0.854192375357712,0.40674738178598,0.841323387113452,-5.9425612139973
"66","17216960","Pigr","18703","polymeric immunoglobulin receptor",0.627565736264855,5.05283129223458,2.7512496232401,0.0150986922396214,0.356127028376267,-3.18072131762548
"67","17216990","Il10","16153","interleukin 10",0.0667111353763907,3.76406645412606,0.270547289310773,0.79051290036099,0.954393186918657,-6.27254853313249
"68","17217022","Fam72a","108900","family with sequence similarity 72, member A",-0.573092180931906,4.37283463032988,-1.76963196993756,0.0975884058794184,0.605270060027593,-4.84835364094868
"69","17217030","Avpr1b","26361","arginine vasopressin receptor 1B",-0.289073099642569,4.27849090389605,-1.20911384846154,0.245768167907775,0.772242569841102,-5.59120045857744
"70","17217035","Ctse","13034","cathepsin E",-0.552034088006342,4.81986746588494,-2.50502212489702,0.0245802208731897,0.428081695497906,-3.62830553007453
"71","17217048","Rab7b","226421","RAB7B, member RAS oncogene family",-0.40924309015046,5.0776222887683,-1.81893594800914,0.0894149316890032,0.589961294877553,-4.77391440842186
"72","17217136","Slc45a3","212980","solute carrier family 45, member 3",-0.118517131891198,5.17906686616132,-0.49514605822571,0.627839511495764,0.910086260191415,-6.18465237211821
"73","17217232","Tmem81","74626","transmembrane protein 81",0.228346988721143,5.15501788488875,1.0895934073638,0.293487943878393,0.800342105125212,-5.72104701338874
"74","17217237","Gm10538","100038653","predicted gene 10538",0.142415257300748,5.66498865408315,0.618414063238825,0.545796154019731,0.88354856356993,-6.11524406493232
"75","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.455391187996288,6.87130615041443,-2.4615090207792,0.0267647895164551,0.433372578359683,-3.70585682834105
"76","17217373","Fmod","14264","fibromodulin",0.153101234875137,7.01963033055523,0.633459605938994,0.536196590113911,0.882514772355066,-6.10577125372275
"77","17217383","Chit1","71884","chitinase 1 (chitotriosidase)",-0.151472556330066,4.73592484651983,-0.712727339994112,0.487210214794168,0.869429120841795,-6.05233380889373
"78","17217399","Chil1","12654","chitinase-like 1",-0.131486990890329,6.21284176466966,-0.590289038613711,0.563990454464415,0.887384851457754,-6.13237226480456
"79","17217434","Mgat4f","240755","MGAT4 family, member F",0.354412622670992,3.6581818750384,1.35032484006672,0.197400622832871,0.73579183337623,-5.42383731929617
"80","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.156231721819776,4.29555406725803,0.803874896543049,0.434317662510472,0.847415412250861,-5.983684228934
"81","17217602","Gm4793","215714","predicted gene 4793",0.302895315459226,6.14645924241917,1.443731381992,0.16985442669344,0.7066651877225,-5.30533233208261
"82","17217728","Kif21b","16565","kinesin family member 21B",-0.341934633386812,7.58176936071416,-1.93955992275048,0.0719334690027249,0.55977479920288,-4.58659838942808
"83","17217777","Ddx59","67997","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59",0.567316865067732,6.72280332557738,2.78971438006546,0.0139819285456046,0.352440020968229,-3.10964066992293
"84","17217830","Platr22","100503474","pluripotency associated transcript 22",0.176996676833395,4.75372705324044,0.641309729890221,0.531225449816607,0.880866778259423,-6.10074333004757
"85","17217844","Mir181a-1","735252","microRNA 181a-1",0.0280210729722556,2.71440516061252,0.0651325803134497,0.948948748819173,0.987519880871229,-6.30808893711761
"86","17217846","Mir181b-1","723890","microRNA 181b-1",-0.350701533878132,5.08099746083223,-1.16182187028413,0.263883826865352,0.781167947919579,-5.64391376741034
"87","17217887","4930596I21Rik","78229","RIKEN cDNA 4930596I21 gene",0.267861283001737,3.9356114856007,0.876241837091929,0.395036959479028,0.839704944051999,-5.92383110706125
"88","17217946","F13b","14060","coagulation factor XIII, beta subunit",0.00304171529434605,3.21828972546057,0.0137227505546512,0.989236274636345,0.997058297669304,-6.31018380860353
"89","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.211548324355837,8.38044860406771,1.19962380021021,0.249324210384957,0.77469559758158,-5.6019161717328
"90","17218060","Ptgs2","19225","prostaglandin-endoperoxide synthase 2",-0.703282366718383,8.34990248946668,-3.41323894955396,0.00396577621583305,0.233492667771393,-1.93035479832818
"91","17218073","Pdc","20028","phosducin",0.0755214448748518,4.66842069273803,0.311535853630155,0.759781844967641,0.948995231388082,-6.26029113338814
"92","17218261","Ncf2","17970","neutrophil cytosolic factor 2",-0.737858371958601,6.0352516246273,-3.6173643207529,0.0026205973698473,0.186904748128038,-1.5387370231627
"93","17218303","Shcbp1l","71836","Shc SH2-domain binding protein 1-like",-0.271110543558753,3.07982013784155,-0.901146803107055,0.382083511262053,0.835070588976317,-5.90216127164872
"94","17218321","Rgs16","19734","regulator of G-protein signaling 16",-0.390110721288875,7.22254161791957,-1.87813802406627,0.0804090504629375,0.576232800626147,-4.68287599071685
"95","17218345","Teddm1a","240819","transmembrane epididymal protein 1A",0.2255506176253,4.47830865006292,0.91159540602542,0.376735630498145,0.83121286616641,-5.89290868549959
"96","17218412","Nphs2","170484","nephrosis 2, podocin",-0.253960756369021,4.9669823993546,-1.02671928573326,0.321204506701316,0.810211163779504,-5.78477367623341
"97","17218460","2810025M15Rik","69953","RIKEN cDNA 2810025M15 gene",0.265626686674477,5.73356080374184,1.0891250314749,0.293687669728707,0.800342105125212,-5.72153362808468
"98","17218465","Cryzl2","226527","crystallin zeta like 2",-0.300331771862832,6.32669326312133,-1.500900443631,0.154620216691503,0.681991786619143,-5.22990515970874
"99","17218541","Mir488","735253","microRNA 488",-0.0694683634062216,3.09321418071044,-0.24681387393203,0.808476749479531,0.958852923864435,-6.27886471642724
"100","17218607","Mrps14","64659","mitochondrial ribosomal protein S14",-0.184197059187268,6.03924532598153,-0.909377610241891,0.377866475808387,0.83121286616641,-5.89488055273613
"101","17218701","Tnfsf4","22164","tumor necrosis factor (ligand) superfamily, member 4",0.0952075139590098,4.45035577101069,0.335270761452268,0.742172673245229,0.946047749807581,-6.25241493926893
"102","17218752","Myoc","17926","myocilin",-0.200415378582929,6.45383539976997,-0.855978764717199,0.405790186322534,0.841323387113452,-5.9410597510583
"103","17218835","Sell","20343","selectin, lymphocyte",0.131319142993178,4.31097403414487,0.556023082723648,0.586586060037951,0.897841609093658,-6.15221314207126
"104","17218861","F5","14067","coagulation factor V",-0.053233362233196,5.31682378875932,-0.0826399091667294,0.935256212754201,0.987519880871229,-6.30675236603305
"105","17218923","Gm26685","102635083","predicted gene, 26685",-0.393335739462886,3.92218107593304,-1.9010315224204,0.0771502902888787,0.568372373700563,-4.647203475479
"106","17218927","Dpt","56429","dermatopontin",0.0702010606032024,5.02306003581478,0.270183338269961,0.790787477860827,0.954393186918657,-6.27264972382681
"107","17218933","Gm20743","433374","predicted gene, 20743",-0.0706228053361517,4.19574795627798,-0.220089674367022,0.828838221679273,0.961211516985227,-6.28528877924637
"108","17219156","3110045C21Rik","67303","RIKEN cDNA 3110045C21 gene",-0.0558781282118588,4.88262286766265,-0.232243865009199,0.819561071076169,0.96078447268471,-6.28245758852292
"109","17219164","Sh2d1b2","545378","SH2 domain containing 1B2",0.0585647446073239,4.74645264667311,0.187077172546711,0.854165813788255,0.965894184674488,-6.29221544190094
"110","17219171","Sh2d1b1","26904","SH2 domain containing 1B1",0.167174881688025,3.54955066099976,0.579096965704876,0.571319620025356,0.892694048063646,-6.13897724175598
"111","17219178","Spata46","76925","spermatogenesis associated 46",0.0960666853484757,3.54182941612725,0.336351640732057,0.741374210575902,0.946047749807581,-6.2520427082935
"112","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",-0.354877312853919,4.47859584897206,-1.24122690264068,0.23402621685462,0.759216505733505,-5.55443361643115
"113","17219242","Apoa2","11807","apolipoprotein A-II",0.0822820017699843,6.22362056215386,0.334465579647375,0.742767673265618,0.946047749807581,-6.25269145966889
"114","17219324","Arhgap30","226652","Rho GTPase activating protein 30",-0.122211125096639,5.67886426716708,-0.551949647282522,0.589302756468636,0.898031579913673,-6.15449632651631
"115","17219356","Tstd1","226654","thiosulfate sulfurtransferase (rhodanese)-like domain containing 1",0.267327782787199,5.01943076376102,1.24634692997094,0.2321953273136,0.759161250529708,-5.54849992863617
"116","17219362","F11r","16456","F11 receptor",-0.509382332620439,6.14463560468023,-2.42239895835618,0.0288850685002514,0.443719090730784,-3.7751085900724
"117","17219397","Cd48","12506","CD48 antigen",-0.365017406453217,4.80999323762392,-1.66743990678767,0.116650594380031,0.626213002626133,-4.99843697972145
"118","17219407","Slamf1","27218","signaling lymphocytic activation molecule family member 1",-0.0306029939212071,3.94093477647321,-0.146563891576764,0.885473682670682,0.972657285089853,-6.29918750966422
"119","17219418","Cd84","12523","CD84 antigen",-1.03128330114151,5.44616282559375,-4.98189330041248,0.000175763190852508,0.031909008375678,1.0275268059077
"120","17219546","Slamf9","98365","SLAM family member 9",-0.51828521483691,5.69520204797492,-2.42794088072199,0.0285752014352192,0.441806258649623,-3.76532238767163
"121","17219633","Olfr218","258880","olfactory receptor 218",0.598332641826093,3.76101265369317,1.95248699865425,0.0702558682789279,0.55977479920288,-4.56610704205204
"122","17219639","Olfr418","258645","olfactory receptor 418",0.518554669102501,4.90637870617047,1.29076297136278,0.21678101443838,0.748678720466599,-5.49620983999792
"123","17219662","Ifi209","236312","interferon activated gene 209",-0.272311487340453,3.22242888455743,-0.562592853923337,0.58221804248484,0.896646003492929,-6.14849689568807
"124","17219670","Ifi208","100033459","interferon activated gene 208",0.148439515580311,2.2831326758745,0.44861968145476,0.66026903781726,0.92340389480056,-6.20699486140806
"125","17219680","Olfr432","258711","olfactory receptor 432",0.494068825315637,3.99366694847993,2.30578211200074,0.0361927576895557,0.477600905987066,-3.97885855904503
"126","17219682","Olfr430","258713","olfactory receptor 430",-0.0217203453202903,3.59929722955045,-0.0670947035018943,0.947413253781567,0.987519880871229,-6.30795488875051
"127","17219688","Olfr424","258716","olfactory receptor 424",0.253172565752311,3.58608549374437,0.890455539367884,0.387608598984401,0.838910087463875,-5.91153025973941
"128","17219694","Olfr420","258302","olfactory receptor 420",-0.138919983620133,4.29604243262933,-0.568474691459887,0.5783217000637,0.8950465784246,-6.14513437482896
"129","17219698","Spta1","20739","spectrin alpha, erythrocytic 1",0.251970078350091,4.91526800578489,1.08954510754106,0.29350853533542,0.800342105125212,-5.72109720220703
"130","17219751","Mptx1","66289","mucosal pentraxin 1",-0.317383069119972,3.69984365494259,-1.09706533558343,0.290315355380052,0.797695169251138,-5.71326024778587
"131","17219762","Olfr414","258756","olfactory receptor 414",0.295354973712666,4.70789433271138,1.05481020191948,0.308595117244615,0.807105538518159,-5.75670127961382
"132","17219963","Desi2","78825","desumoylating isopeptidase 2",-0.218378810192186,5.4229527567344,-0.957381686598592,0.353905497837678,0.826769944223247,-5.85125100500831
"133","17219988","Efcab2","68226","EF-hand calcium binding domain 2",-0.127161971628673,6.37783362037327,-0.617049389515004,0.546671502509573,0.88420868561956,-6.11609261080498
"134","17220214","Lefty1","13590","left right determination factor 1",0.362011283636159,5.17583320723621,1.29196077587531,0.216376844923532,0.748678720466599,-5.49477961704529
"135","17220221","Tmem63a","208795","transmembrane protein 63a",-0.268076736376567,7.31726200679584,-1.41731210755814,0.177303941407369,0.715467660529602,-5.3394559424351
"136","17220249","9130409I23Rik","619326","RIKEN cDNA 9130409I23 gene",-0.238792391870048,3.83190627642538,-0.904600002861463,0.380310401634548,0.834593266004607,-5.89911385538985
"137","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",-0.0199369536177976,7.73908640357027,-0.104671247709287,0.918056010701817,0.985233717131924,-6.30462089003809
"138","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",-0.448490043192983,6.53584547335038,-1.80661638673314,0.0913981906851708,0.59571643839046,-4.79263405752995
"139","17220531","Mir215","387211","microRNA 215",-0.223509898261829,3.92781812206301,-0.822029520256833,0.424235035667946,0.845341173811208,-5.96910834680043
"140","17220600","D1Pas1","110957","DNA segment, Chr 1, Pasteur Institute 1",0.170123988884684,4.81687027679146,0.777250840376978,0.449378058710756,0.855415116522457,-6.00452166766865
"141","17220771","Spata45","75558","spermatogenesis associated 45",0.0617450385169818,5.1874429877726,0.224403027780331,0.825542789823123,0.961051477357925,-6.28430132140444
"142","17220794","D730003I15Rik","100504360","RIKEN cDNA D730003I15 gene",-0.0855312123018139,5.50890126894151,-0.412018791199359,0.686289948569905,0.933966048908847,-6.22306496606171
"143","17221010","Mir3962","100628615","microRNA 3962",-0.632362654365326,5.49321589062091,-2.16143767409804,0.0476475366229008,0.502206038267104,-4.22471593219996
"144","17221122","Sntg1","71096","syntrophin, gamma 1",0.360095070574773,7.91568502447155,1.90534506067999,0.0765497462961168,0.566884462373345,-4.64045359746101
"145","17221213","Ppp1r42","69312","protein phosphatase 1, regulatory subunit 42",-0.52261060053076,4.1325646819572,-1.5646635944771,0.138998276150756,0.668073004166542,-5.143294335589
"146","17221269","Cpa6","329093","carboxypeptidase A6",0.148116344329559,4.57498824073022,0.646676824390189,0.527841621791207,0.879882903770485,-6.09727213438392
"147","17221288","Slco5a1","240726","solute carrier organic anion transporter family, member 5A1",0.210351389582285,5.78575751030373,0.849070781164657,0.409499913300951,0.841356744138009,-5.94685023109134
"148","17221360","Lactb2","212442","lactamase, beta 2",0.0898988522308413,7.90745726439863,0.401918132775037,0.693545668528555,0.936338849653527,-6.22726494694291
"149","17221436","Sbspon","226866","somatomedin B and thrombospondin, type 1 domain containing",0.119273551939376,5.27651465538682,0.474515434295583,0.642126771339447,0.916693725449237,-6.19482282042229
"150","17221444","4930444P10Rik","75799","RIKEN cDNA 4930444P10 gene",0.00574469747398698,5.10422254409563,0.0275990049355835,0.978354355011292,0.993275875423259,-6.30988747259944
"151","17221454","Rpl7","19989","ribosomal protein L7",0.103729107958223,4.90424904385851,0.346384229895724,0.733977770916099,0.946037735629554,-6.24853146539601
"152","17221520","Crisp4","78081","cysteine-rich secretory protein 4",0.587630493140768,3.8540564302805,1.88670947538084,0.0791747548388805,0.573760325073972,-4.66955001754207
"153","17221536","Defb41","77673","defensin beta 41",-0.0499936508690282,2.29723393650448,-0.191721217111772,0.850592089666162,0.965810604534544,-6.2913085491339
"154","17221633","Mcm3","17215","minichromosome maintenance complex component 3",-0.143507372867984,5.15973403891658,-0.594590619707076,0.561186913763952,0.887384851457754,-6.12980167231207
"155","17221662","Tram2","170829","translocating chain-associating membrane protein 2",0.0767989532466835,5.42666777981771,0.24808156277836,0.807514306918091,0.958763275177628,-6.27854186384977
"156","17221914","Gm20172","100504323","predicted gene, 20172",-0.100841659041294,6.46114353098679,-0.438101847216175,0.667702076895089,0.926831126663225,-6.2117491409132
"157","17221925","Gm597","210962","predicted gene 597",0.173857716072411,3.98933030640711,0.454816877126095,0.65590664763145,0.922643044367226,-6.20414227612993
"158","17221980","4931428L18Rik","70988","RIKEN cDNA 4931428L18 gene",0.126444438462466,4.39090567479351,0.478714913305981,0.639206377615237,0.915268979037496,-6.19278651966091
"159","17221993","Gm9839","408192","predicted gene 9839",-0.14244841060529,4.41634209048271,-0.675413426083622,0.509932227134425,0.874073917400699,-6.07822379752209
"160","17222051","Gm15455","433287","predicted gene 15455",-0.488626233612335,4.96812936078383,-2.02915680666694,0.0610153096987395,0.541560716580244,-4.4430086672555
"161","17222080","Prss40","21756","protease, serine 40",-0.00178604978206742,5.29021610864717,-0.00762881393580899,0.99401604219524,0.998053820299279,-6.31025105543134
"162","17222094","AA619741","241051","PHD finger protein 19 pseudogene",0.550487295440162,3.76852700617709,2.13805650029531,0.049793629229561,0.513416451761841,-4.26381448892018
"163","17222149","Neurl3","214854","neuralized E3 ubiquitin protein ligase 3",-0.0872975259878341,6.42068315374506,-0.373402971530486,0.714195498461613,0.941071979242474,-6.23857132780551
"164","17222321","4930439A04Rik","78119","RIKEN cDNA 4930439A04 gene",0.132745018883306,3.95450468301962,0.460349539749645,0.652022964967851,0.921332890379136,-6.20156346755117
"165","17222354","4930594C11Rik","77633","G1 to S phase transition pseudogene",-0.121879468266009,4.65955556905619,-0.437169121077607,0.668362999464537,0.92700402874396,-6.21216545490137
"166","17222411","Lyg2","332427","lysozyme G-like 2",0.198557812675255,4.3422804168492,0.854814321583571,0.406413957463677,0.841323387113452,-5.9420387882233
"167","17222596","1700066B17Rik","73426","RIKEN cDNA 1700066B17 gene",0.424082254689356,3.46251786019362,1.93550545775742,0.0724670487054717,0.55977479920288,-4.59300921705946
"168","17222606","Mfsd9","211798","major facilitator superfamily domain containing 9",-0.17587021485939,5.90873847947793,-0.733120275047895,0.475051312761761,0.865106910342349,-6.03763690282617
"169","17222716","4930521E06Rik","75066","RIKEN cDNA 4930521E06 gene",-0.0454970504004431,2.38353659658347,-0.179763462880092,0.85980060215377,0.967353992832208,-6.29359879929259
"170","17222777","Slc40a1","53945","solute carrier family 40 (iron-regulated transporter), member 1",-0.222119071322472,5.91697023195996,-0.936931962632181,0.363980531418193,0.829767001548419,-5.87007956998812
"171","17222790","Stk-ps2","212225","serine/threonine kinase 2",0.193469327481758,3.24198068587052,0.619168850439368,0.545312337758864,0.88354856356993,-6.11477398000461
